Código_Distrito;Designação_Distrito;Código_Concelho;Designação_Concelho;Code_full;Designação_freguesia;blankVotesPercentage;nullVotesPercentage;percentageVoters;Marcelo Rebelo de Sousa;André Ventura;Ana Gomes;Vitorino Silva;Marisa Matias;Tiago Mayan Gonçalves;João Ferreira
13;Porto;1303;Felgueiras;130300;Friande;1.23;0.49;52.6;66.67;7.9;9.14;7.28;3.21;2.35;1.73
13;Porto;1303;Felgueiras;130300;Idães;0.91;0.82;45.04;65.55;7.98;9.88;6.35;3.45;3.63;1.45
13;Porto;1303;Felgueiras;130300;Jugueiros;1.57;1.96;45.58;64.38;9.2;7.63;8.41;3.52;1.96;1.37
13;Porto;1303;Felgueiras;130300;Macieira da Lixa e Caramos;1.74;0.8;43.33;70.8;7.23;8.84;3.95;3.08;1.61;1.94
13;Porto;1303;Felgueiras;130300;Margaride, Várzea, Lagares, Varziela e Moure;1.91;1.09;45.29;59.7;11.67;12.3;5.24;2.99;2.79;2.3
13;Porto;1303;Felgueiras;130300;Pedreira, Rande e Sernande;1.91;1.03;45.63;64.61;7.43;8.68;7.36;3.16;2.28;3.53
13;Porto;1303;Felgueiras;130300;Penacova;1.01;0.81;51.83;68.15;5.44;10.69;6.65;3.02;2.02;2.22
13;Porto;1303;Felgueiras;130300;Pinheiro;0.84;0.84;50.97;67.58;9.68;7.16;8.84;2.74;0.84;1.47
13;Porto;1303;Felgueiras;130300;Pombeiro de Ribavizela;1.01;1.23;46.61;61.37;8.29;10.97;7.73;3.81;2.58;3.02
13;Porto;1303;Felgueiras;130300;Refontoura;0.81;1.35;42.06;68.61;10.01;5.95;5.95;2.84;2.84;1.62
13;Porto;1303;Felgueiras;130300;Regilde;1.1;0.92;51.27;75.09;4.58;8.61;3.48;2.2;2.75;1.28
13;Porto;1303;Felgueiras;130300;Revinhade;2.36;0.29;57.07;76.7;5.9;5.6;4.13;1.77;2.36;0.88
13;Porto;1303;Felgueiras;130300;Sendim;1.74;0.44;49.32;69.91;9.59;7.85;5.67;2.62;0.58;1.6
13;Porto;1303;Felgueiras;130300;Torrados e Sousa;1.57;0.45;44.18;69.78;8.45;8.83;5.24;2.17;2.69;0.82
13;Porto;1303;Felgueiras;130300;Unhão e Lordelo;2.26;1.36;41.35;65.38;5.88;9.5;8.14;3.39;1.81;2.26
13;Porto;1303;Felgueiras;130300;Vila Cova da Lixa e Borba de Godim;1.74;0.79;41.96;69.59;8.48;8.64;4.4;2.99;2.37;1
13;Porto;1303;Felgueiras;130300;Vila Fria e Vizela (São Jorge);1.11;0.19;52.12;73.7;10;5;5.93;2.04;0.93;1.11
13;Porto;1303;Felgueiras;130300;Vila Verde e Santão;1.74;0.63;43.84;67.61;6.79;8.85;6.64;3.79;2.53;1.42
13;Porto;1304;Gondomar;130400;Baguim do Monte (Rio Tinto);0.79;1;45.6;57.35;9.05;16.16;4.3;4.71;3.25;3.38
13;Porto;1304;Gondomar;130400;Fânzeres e São Pedro da Cova;1.17;0.96;39.42;58.38;8.12;14.19;3.94;5.05;2.24;5.96
13;Porto;1304;Gondomar;130400;Foz do Sousa e Covelo;1.23;1.14;50.21;60.88;8.58;12.74;5.74;3.05;3.33;3.3
13;Porto;1304;Gondomar;130400;Gondomar (São Cosme), Valbom e Jovim;1.02;1.11;48.58;56.92;7.29;17.87;3.88;4.3;3.78;3.83
13;Porto;1304;Gondomar;130400;Lomba;0.21;0.64;35.5;60.77;10.66;11.94;7.68;4.69;1.71;1.71
13;Porto;1304;Gondomar;130400;Melres e Medas;0.85;0.97;53.13;61.48;6.76;14.84;6.07;3.71;2.13;3.21
13;Porto;1304;Gondomar;130400;Rio Tinto;1.24;0.9;48.73;55.61;7.59;19.31;3.49;4.58;3.16;4.12
13;Porto;1305;Lousada;130500;Aveleda;1.7;0.43;43.22;63.78;6.96;8.24;10.65;2.98;2.13;3.13
13;Porto;1305;Lousada;130500;Caíde de Rei;0.92;1.64;43.36;65.98;7.17;9.73;8.61;2.36;2.15;1.43
13;Porto;1305;Lousada;130500;Cernadelo e Lousada (São Miguel e Santa Margarida);1.02;1.02;41.24;63.52;10.08;8.16;7.65;4.46;1.91;2.17
13;Porto;1305;Lousada;130500;Cristelos, Boim e Ordem;1.5;1.12;49.17;63.62;7.51;11.6;7.45;2.94;2.59;1.66
13;Porto;1305;Lousada;130500;Figueiras e Covas;0.7;0.7;53.69;66.97;9.14;9.54;7.73;1.91;1.61;1.71
13;Porto;1305;Lousada;130500;Lodares;0.85;0.74;54.16;62.04;11.56;8.48;10.07;2.23;2.65;1.38
13;Porto;1305;Lousada;130500;Lustosa e Barrosas (Santo Estêvão);1.09;0.87;43.47;69.25;6.65;7.7;6.01;4.1;2.23;2.1
13;Porto;1305;Lousada;130500;Macieira;0.53;1.24;42.1;66.55;10.09;7.43;7.61;3.72;1.77;1.06
13;Porto;1305;Lousada;130500;Meinedo;1.5;0.94;47.27;61.74;6.05;12.23;9.36;3;1.94;3.25
13;Porto;1305;Lousada;130500;Nespereira e Casais;1.23;1.42;52.23;59.9;8.54;12.16;10.61;2.85;1.75;1.55
13;Porto;1305;Lousada;130500;Nevogilde;0.66;0.55;41.49;74.67;6.31;6.42;5.97;1.22;3.32;0.88
13;Porto;1305;Lousada;130500;Silvares, Pias, Nogueira e Alvarenga;1.25;0.87;51.41;60.85;9.42;12.74;7.27;3.22;2.87;1.52
13;Porto;1305;Lousada;130500;Sousela;2.57;0.81;48.17;66.71;6.5;9.47;7.71;2.71;2.57;0.95
13;Porto;1305;Lousada;130500;Torno;0.84;0.84;41.45;63.05;7.62;13.47;6.26;2.71;2.3;2.92
13;Porto;1305;Lousada;130500;Vilar do Torno e Alentém;0.98;0.79;43.49;64.57;7.87;7.87;7.68;5.71;2.36;2.17
13;Porto;1306;Maia;130600;Águas Santas;1.03;0.75;50.69;58.12;7.69;17.41;3.1;4.7;3.9;3.3
13;Porto;1306;Maia;130600;Castêlo da Maia;1.57;0.86;51.8;58.38;8.37;14.8;3.89;3.96;5.82;2.34
13;Porto;1306;Maia;130600;Cidade da Maia;1.29;0.8;56.28;56.33;8.03;17.92;2.66;4.04;5.89;3.04
13;Porto;1306;Maia;130600;Folgosa;0.81;1.01;49.65;60.89;10.42;12.97;3.56;2.76;5.44;2.15
13;Porto;1306;Maia;130600;Milheirós;0.99;0.86;57.52;60.26;6.09;17.02;4.23;4.19;3.76;2.59
13;Porto;1306;Maia;130600;Moreira;1.48;1.18;55.23;56.41;8.51;16.44;3.79;3.77;5.78;2.64
13;Porto;1306;Maia;130600;Nogueira e Silva Escura;0.98;0.66;52.75;60.28;8.3;14.43;3.66;4.88;4.7;2.1
13;Porto;1306;Maia;130600;Pedrouços;0.92;0.84;52.28;57.04;6.66;17.19;3.4;4.77;5.09;4.1
13;Porto;1306;Maia;130600;São Pedro Fins;1.22;0.98;51.19;64.76;9.76;10.98;2.8;3.29;3.78;2.44
13;Porto;1306;Maia;130600;Vila Nova da Telha;1.13;0.98;54.25;57.93;8.55;16.67;2.43;3.69;5.35;3.27
13;Porto;1307;Marco de Canaveses;130700;Alpendorada, Várzea e Torrão;1.21;1.01;41.76;63.72;7.04;9.15;10.5;3.02;3.19;1.17
13;Porto;1307;Marco de Canaveses;130700;Avessadas e Rosém;1.21;0.52;44.27;67.93;7.76;8.28;8.1;3.28;1.55;1.38
13;Porto;1307;Marco de Canaveses;130700;Banho e Carvalhosa;1.07;0.64;42.15;71.73;6.21;7.28;5.78;2.14;1.28;3.85
13;Porto;1307;Marco de Canaveses;130700;Bem Viver;0.79;0.79;43.23;66.28;6.35;10.32;9.53;3.61;1.52;0.79
13;Porto;1307;Marco de Canaveses;130700;Constance;1.12;1.12;52.04;64.9;6.01;11.47;8.39;3.36;1.4;2.24
13;Porto;1307;Marco de Canaveses;130700;Marco;1.13;0.91;45.89;60.19;7.33;14.66;6.11;4.15;3;2.52
13;Porto;1307;Marco de Canaveses;130700;Paredes de Viadores e Manhuncelos;0.69;1.04;41.99;64.42;5.53;12.78;8.46;3.28;2.07;1.73
13;Porto;1307;Marco de Canaveses;130700;Penha Longa e Paços de Gaiolo;0.57;0.57;37.51;67.05;6.29;12.01;7.09;2.75;2.17;1.49
13;Porto;1307;Marco de Canaveses;130700;Sande e São Lourenço do Douro;0.84;0.48;35.63;72.32;6.14;5.78;8.66;2.65;1.93;1.2
13;Porto;1307;Marco de Canaveses;130700;Santo Isidoro e Livração;0.7;0.58;50.26;63.38;4.06;14.72;5.45;2.2;1.27;7.65
13;Porto;1307;Marco de Canaveses;130700;Soalhães;1.85;1.32;37.87;67.61;7.24;10.59;6.09;4.24;0.62;0.44
13;Porto;1307;Marco de Canaveses;130700;Sobretâmega;1.26;0.63;47.36;69.89;4.63;9.89;7.16;2.53;2.11;1.89
13;Porto;1307;Marco de Canaveses;130700;Tabuado;2.54;0.85;49.58;58.98;11.86;10.85;5.42;3.73;3.73;2.03
13;Porto;1307;Marco de Canaveses;130700;Várzea, Aliviada e Folhada;1.39;0.99;42.85;67.33;8.14;10.23;5.86;3.18;1.99;0.89
13;Porto;1307;Marco de Canaveses;130700;Vila Boa de Quires e Maureles;0.81;0.74;45.9;63.98;7.18;8.06;13.34;2.71;1.49;1.69
13;Porto;1307;Marco de Canaveses;130700;Vila Boa do Bispo;0.7;0.7;42.17;66.9;6.6;8.27;10.04;3.35;1.94;1.5
13;Porto;1308;Matosinhos;130800;Custóias, Leça do Balio e Guifões;0.92;0.88;50.32;58.11;8.18;16.58;3.44;4.35;3.65;3.88
13;Porto;1308;Matosinhos;130800;Matosinhos e Leça da Palmeira;1.14;0.74;51.28;54.13;8.61;18.09;2.6;3.95;7.14;3.59
13;Porto;1308;Matosinhos;130800;Perafita, Lavra e Santa Cruz do Bispo;1.26;1.05;46.04;60.88;8.77;14.2;3.96;3.63;3.49;2.75
13;Porto;1308;Matosinhos;130800;São Mamede de Infesta e Senhora da Hora;1.11;0.74;50.68;53.92;7.36;19.97;2.56;4.75;5.17;4.43
13;Porto;1309;Paços de Ferreira;130900;Carvalhosa;1.24;0.79;45.37;67.36;10.11;8.6;5.73;2.47;2.81;0.9
13;Porto;1309;Paços de Ferreira;130900;Eiriz;1.34;0.93;50.89;72.55;7.74;7.02;3.61;3.61;1.55;1.65
13;Porto;1309;Paços de Ferreira;130900;Ferreira;2.18;1.53;45.27;65.68;9.49;6.78;6.49;3.71;2.59;1.53
13;Porto;1309;Paços de Ferreira;130900;Figueiró;1.78;0.36;52.04;67.85;6.77;10.69;6.14;3.12;2.14;1.16
13;Porto;1309;Paços de Ferreira;130900;Frazão Arreigada;1.65;0.93;45.37;69.1;9.29;7.68;5.7;2.49;2.03;1.14
13;Porto;1309;Paços de Ferreira;130900;Freamunde;1.53;0.65;50.31;62.9;6.88;11.2;4.64;3.91;2.29;6
13;Porto;1309;Paços de Ferreira;130900;Meixomil;1.78;0.68;45.02;64.89;9.97;9.49;4.85;3.07;2.94;2.32
13;Porto;1309;Paços de Ferreira;130900;Paços de Ferreira;1.91;1.37;48.36;61.66;10.03;10.47;5.44;3.02;4.07;2.03
13;Porto;1309;Paços de Ferreira;130900;Penamaior;1.94;0.62;45.46;66.53;8.44;9.2;4.98;3.46;3.73;1.11
13;Porto;1309;Paços de Ferreira;130900;Raimonda;1.31;0.93;48.31;65.89;7.57;12.52;5.33;3.27;2.24;0.93
13;Porto;1309;Paços de Ferreira;130900;Sanfins Lamoso Codessos;2.16;0.61;47.26;69.49;6.78;7.99;6.61;3.03;2.25;1.08
13;Porto;1309;Paços de Ferreira;130900;Seroa;1.63;0.81;37.07;61.25;13.37;8.67;7.95;3.16;1.9;1.26
13;Porto;1310;Paredes;131000;Aguiar de Sousa;1.54;0.7;51.22;61.12;8.39;10.49;9.79;3.36;1.82;2.8
13;Porto;1310;Paredes;131000;Astromil;0.8;1.59;58.49;58.05;7.95;14.31;9.15;3.38;3.18;1.59
13;Porto;1310;Paredes;131000;Baltar;0.72;1.43;49.56;64.26;8.74;9.84;7.64;3.3;2.87;1.19
13;Porto;1310;Paredes;131000;Beire;0.82;0.58;48.72;74.01;5.48;7.34;8.86;1.98;0.7;0.23
13;Porto;1310;Paredes;131000;Cete;0.83;0.75;50.86;55.41;7.28;15.84;9.91;4.8;1.73;3.45
13;Porto;1310;Paredes;131000;Cristelo;1.65;1.5;42.44;68.87;5.71;8.42;8.57;2.41;2.26;0.6
13;Porto;1310;Paredes;131000;Duas Igrejas;0.75;1.36;41.98;67.52;9.19;5.05;10.85;2.79;1.73;0.75
13;Porto;1310;Paredes;131000;Gandra;1;0.93;44.77;62.67;8.45;10.98;9.38;3.01;1.64;1.94
13;Porto;1310;Paredes;131000;Lordelo;1.57;1.38;38.96;65.74;8.15;8.36;6.7;4.03;2.21;1.85
13;Porto;1310;Paredes;131000;Louredo;0.51;0.34;50.39;76.24;4.44;5.47;8.03;2.39;1.71;0.85
13;Porto;1310;Paredes;131000;Parada de Todeia;0.25;0.62;52.11;59.6;5.61;14.34;9.35;2.24;2.87;5.11
13;Porto;1310;Paredes;131000;Paredes;0.87;1.12;50.98;64.24;7.61;11.59;7.54;3.05;2.34;1.65
13;Porto;1310;Paredes;131000;Rebordosa;0.61;1.14;45.38;65.52;8.53;9.78;7.42;3.21;2.72;1.08
13;Porto;1310;Paredes;131000;Recarei;0.88;0.93;52.44;59.84;7.3;15.28;7.1;3.67;2.2;2.79
13;Porto;1310;Paredes;131000;Sobreira;1.33;0.87;47.52;58.04;8.3;14.92;8.71;3.42;1.86;2.55
13;Porto;1310;Paredes;131000;Sobrosa;1.39;0.65;47.25;71.1;6.74;8.49;6.74;1.48;2.4;1.02
13;Porto;1310;Paredes;131000;Vandoma;0.22;1.19;46.27;67.71;6.5;9.64;9.1;2.71;1.63;1.3
13;Porto;1310;Paredes;131000;Vilela;0.76;1.03;43.62;71.24;9.17;4.56;7.22;3.36;1.74;0.92
13;Porto;1311;Penafiel;131100;Abragão;0.51;0.77;36.98;69.67;2.57;10.54;11.57;2.44;0.9;1.03
13;Porto;1311;Penafiel;131100;Boelhe;1.37;0.76;47.37;57.84;5.63;8.68;17.81;4.87;0.46;2.59
13;Porto;1311;Penafiel;131100;Bustelo;0.25;1.39;55.41;61.34;7.93;9.57;12.47;2.9;2.52;1.64
13;Porto;1311;Penafiel;131100;Cabeça Santa;0.74;1.39;50.87;65.99;5.19;7.97;13.25;3.52;1.3;0.65
13;Porto;1311;Penafiel;131100;Canelas;0.32;0.47;45.05;65.82;6.96;9.81;12.18;2.06;1.27;1.11
13;Porto;1311;Penafiel;131100;Capela;0.65;0.43;54.45;64.3;4.52;8.82;15.7;3.44;1.51;0.65
13;Porto;1311;Penafiel;131100;Castelões;1.42;1.28;56.03;61.11;7.12;13.39;9.83;1.85;2.14;1.85
13;Porto;1311;Penafiel;131100;Croca;1.12;1.26;45.49;66.06;4.47;5.03;17.04;2.37;2.09;0.56
13;Porto;1311;Penafiel;131100;Duas Igrejas;0.83;0.71;41.52;59.26;6.65;8.31;18.41;3.8;1.07;0.95
13;Porto;1311;Penafiel;131100;Eja;0.51;0;48.95;63.64;5.05;7.32;19.44;2.53;0.51;1.01
13;Porto;1311;Penafiel;131100;Fonte Arcada;0.72;1.01;54;70.11;3.16;9.48;8.33;2.87;2.01;2.3
13;Porto;1311;Penafiel;131100;Galegos;0.43;0.52;51.26;62.96;7.58;8.35;14.99;2.33;1.98;0.86
13;Porto;1311;Penafiel;131100;Guilhufe e Urrô;1.02;0.96;53.34;63.45;7.29;8.47;12.86;2.89;1.66;1.39
13;Porto;1311;Penafiel;131100;Irivo;0.72;0.41;53.19;59.28;7.18;10.87;15.08;2.77;2.15;1.54
13;Porto;1311;Penafiel;131100;Lagares e Figueira;1.14;0.65;52.1;66.45;4.4;7.9;12.79;3.26;2.2;1.22
13;Porto;1311;Penafiel;131100;Luzim e Vila Cova;0.45;0.6;48.32;67.67;4.53;5.59;14.65;3.78;1.51;1.21
13;Porto;1311;Penafiel;131100;Oldrões;0.33;0.55;53.68;67.32;5.7;5.7;15.02;3.73;0.77;0.88
13;Porto;1311;Penafiel;131100;Paço de Sousa;1.06;0.9;53.08;61.25;7.61;10.69;10.69;3.36;1.4;3.02
13;Porto;1311;Penafiel;131100;Penafiel;0.8;0.9;53.32;60.45;6.66;12.55;11.04;3.32;2.17;2.11
13;Porto;1311;Penafiel;131100;Perozelo;0.59;0.59;59.33;60.56;8.12;6.65;15.36;6.65;0.59;0.89
13;Porto;1311;Penafiel;131100;Rans;0.34;1.23;57.58;43.56;6.16;4.59;41.32;1.12;0.9;0.78
13;Porto;1311;Penafiel;131100;Recezinhos (São Mamede);0.66;0.83;45.52;65.56;5.63;9.77;12.58;2.32;1.82;0.83
13;Porto;1311;Penafiel;131100;Recezinhos (São Martinho);1.1;0.85;52;67.68;5.37;7.93;12.2;2.07;1.95;0.85
13;Porto;1311;Penafiel;131100;Rio de Moinhos;0.53;0.88;47.45;64.03;5.8;10.99;11.52;3.61;1.5;1.14
13;Porto;1311;Penafiel;131100;Rio Mau;1.26;0.94;52.78;51.1;6.76;16.04;8.49;5.19;2.36;7.86
13;Porto;1311;Penafiel;131100;Sebolido;0.54;1.89;50.2;57.57;5.95;10.27;10.81;4.59;2.16;6.22
13;Porto;1311;Penafiel;131100;Termas de São Vicente;0.85;0.71;50.12;64.13;5.47;8.45;14.68;3.3;1.51;0.9
13;Porto;1311;Penafiel;131100;Valpedre;1.16;0.15;55.35;66.86;5.67;7.27;14.97;1.89;1.16;0.87
13;Porto;1312;Porto;131200;Aldoar, Foz do Douro e Nevogilde;0.67;1.22;58.06;47.46;13.25;14.69;1.5;2.69;15.64;2.89
13;Porto;1312;Porto;131200;Bonfim;1.07;0.92;49.41;48.86;7.43;23.05;2.15;5.5;5.45;5.57
13;Porto;1312;Porto;131200;Campanhã;0.87;0.94;48.92;55.52;7.19;18.9;3.1;4.6;3.65;5.24
13;Porto;1312;Porto;131200;Cedofeita,Ildefonso,Sé,Miragaia,Nicolau,Vitória;1.04;0.65;48.28;48.78;6.69;23.51;1.92;5.75;6.29;5.38
13;Porto;1312;Porto;131200;Lordelo do Ouro e Massarelos;1.17;0.77;56.55;49.27;9.65;18.26;2.08;3.7;10.61;4.49
13;Porto;1312;Porto;131200;Paranhos;1.07;0.76;51.72;51.78;7.43;21.37;2.37;4.55;5.83;4.83
13;Porto;1312;Porto;131200;Ramalde;1.19;0.71;55.68;52.85;8.25;18.15;2.6;3.87;8.46;3.93
13;Porto;1313;Póvoa de Varzim;131300;Aguçadoura e Navais;1.8;0.81;44.39;65.78;12.44;8.88;4.03;2.79;2.4;1.07
13;Porto;1313;Póvoa de Varzim;131300;Aver-o-Mar, Amorim e Terroso;1.36;1.05;42.61;60.56;12;11.8;3.51;3.14;4.47;2.11
13;Porto;1313;Póvoa de Varzim;131300;Balazar;1.87;1.07;48.1;63.64;15.29;8.8;2.58;2.76;2.84;1.16
13;Porto;1313;Póvoa de Varzim;131300;Estela;2.4;0.68;38.29;61.99;15.18;8.45;5.48;2.05;2.85;0.91
13;Porto;1313;Póvoa de Varzim;131300;Laundos;2.11;0.78;48.2;58.29;14.79;10.34;5.01;2.56;3.89;2.22
13;Porto;1313;Póvoa de Varzim;131300;Póvoa de Varzim, Beiriz e Argivai;1.88;0.81;42.14;55.53;12.08;15.1;2.96;3.54;4.46;3.65
13;Porto;1313;Póvoa de Varzim;131300;Rates;1.45;0.77;47.07;66.38;13.78;5.39;4.72;2.41;3.56;1.54
13;Porto;1314;Santo Tirso;131400;Agrela;2.2;0.88;49.6;65.54;8.21;11.29;3.52;2.93;3.67;1.76
13;Porto;1314;Santo Tirso;131400;Água Longa;1.71;0.91;49.75;62.1;9.07;12;4.44;3.13;5.04;1.61
13;Porto;1314;Santo Tirso;131400;Areias, Sequeiró, Lama e Palmeira;1.35;0.78;48.65;66.48;9.2;11.68;3.12;2.73;2.55;2.12
13;Porto;1314;Santo Tirso;131400;Aves;1.63;0.75;44.76;62.12;7.71;15.03;3.04;3.91;3.25;2.56
13;Porto;1314;Santo Tirso;131400;Carreira e Refojos de Riba de Ave;0.95;0.95;49.84;64.38;9.41;10.36;3.38;4.97;3.38;2.22
13;Porto;1314;Santo Tirso;131400;Lamelas e Guimarei;0.53;0.67;53.45;65.91;7.72;14.11;4.13;2.8;2.93;1.2
13;Porto;1314;Santo Tirso;131400;Monte Córdova;1.59;0.49;47.41;64.71;7.9;10.72;6.5;3.25;2.51;2.33
13;Porto;1314;Santo Tirso;131400;Negrelos (São Tomé);0.99;0.43;47;67.02;6.08;12.59;3.6;3.53;2.11;3.66
13;Porto;1314;Santo Tirso;131400;Rebordões;1.34;0.89;45.28;69.44;6.38;9.27;3.49;3.12;3.26;2.82
13;Porto;1314;Santo Tirso;131400;Reguenga;0.78;1.71;48.72;60.16;9.77;12.25;4.34;3.26;5.89;1.86
13;Porto;1314;Santo Tirso;131400;Roriz;1.57;0.5;44.02;66.98;7.01;9.44;4.36;3;2.79;4.36
13;Porto;1314;Santo Tirso;131400;St.Tirso, Couto (S.Cristina e S.Miguel) e Burgães;1.42;0.66;43.53;59.63;9.36;14.74;3.12;3.51;4.7;2.87
13;Porto;1314;Santo Tirso;131400;Vila Nova do Campo;1.84;0.7;49.38;63.14;7.34;13.56;4.38;3.89;1.53;3.62
13;Porto;1314;Santo Tirso;131400;Vilarinho;1.38;0.92;46.53;66.14;5.59;11.9;4.21;3.94;1.25;4.67
13;Porto;1315;Valongo;131500;Alfena;1.45;1.29;44.08;59.42;8.66;14.62;4.65;4.08;3.29;2.53
13;Porto;1315;Valongo;131500;Campo e Sobrado;1.43;1.19;41.69;59.45;6.7;12.24;7.84;3.26;2.26;5.64
13;Porto;1315;Valongo;131500;Ermesinde;1.13;0.86;46.44;58.18;7.61;17.25;3.72;4.67;3.29;3.29
13;Porto;1315;Valongo;131500;Valongo;1.36;0.92;46.96;55;9.06;16;5.93;4.54;3.53;3.65
13;Porto;1316;Vila do Conde;131600;Árvore;1.19;0.76;46.19;58.29;10.9;14.72;3.31;3.65;4.24;2.93
13;Porto;1316;Vila do Conde;131600;Aveleda;0.94;0.56;50.14;70.04;5.99;13.3;2.62;2.62;2.25;1.69
13;Porto;1316;Vila do Conde;131600;Azurara;1.77;0.73;51.09;56.2;10.01;15.85;3.23;4.8;3.44;3.96
13;Porto;1316;Vila do Conde;131600;Bagunte, Ferreiró, Outeiro Maior e Parada;1.47;0.61;48.1;65.39;13.88;7.55;4.77;2.34;2.86;1.13
13;Porto;1316;Vila do Conde;131600;Fajozes;0.55;0.73;47.53;64.3;9.11;12.2;3.83;2.37;3.28;3.64
13;Porto;1316;Vila do Conde;131600;Fornelo e Vairão;1.13;0.41;43.77;65.26;9.38;10;5.57;2.99;3.3;1.96
13;Porto;1316;Vila do Conde;131600;Gião;1.12;0.87;53.68;66.08;8.73;12.97;3.62;2.37;2;2.24
13;Porto;1316;Vila do Conde;131600;Guilhabreu;1.25;1.06;51.01;65.48;9.81;11.63;4.9;2.4;2.31;1.15
13;Porto;1316;Vila do Conde;131600;Junqueira;1.92;0.56;47.51;64.04;11.95;10.82;3.95;2.82;2.93;1.01
13;Porto;1316;Vila do Conde;131600;Labruge;1.33;0.71;50.66;57.46;10.6;16.25;3.61;3.53;4.16;2.35
13;Porto;1316;Vila do Conde;131600;Macieira da Maia;1.18;0.64;44.4;64.34;9.34;11.39;4.19;3.11;3.22;2.58
13;Porto;1316;Vila do Conde;131600;Malta e Canidelo;1.47;1.47;52.33;66.08;7.16;11.27;5.2;3.04;2.25;2.06
13;Porto;1316;Vila do Conde;131600;Mindelo;1.26;1.15;54.02;54.04;10.34;17.63;4.14;4.25;4.77;2.41
13;Porto;1316;Vila do Conde;131600;Modivas;1.09;1.45;53.61;63.15;7.52;12.61;5.33;2.91;3.52;2.42
13;Porto;1316;Vila do Conde;131600;Retorta e Tougues;0.94;1.05;51.49;61.18;11.33;12.91;4.2;3.04;3.36;1.99
13;Porto;1316;Vila do Conde;131600;Rio Mau e Arcos;2.79;0.96;46.95;64.34;13.08;8.2;4.53;1.66;2.18;2.27
13;Porto;1316;Vila do Conde;131600;Touguinha e Touguinhó;1.23;1.08;46.21;62.11;11.21;11.79;3.18;3.33;3.76;2.31
13;Porto;1316;Vila do Conde;131600;Vila Chã;1.42;0.78;47.02;60.01;12.24;12.81;3.18;2.05;4.81;2.69
13;Porto;1316;Vila do Conde;131600;Vila do Conde;1.6;0.92;40.28;56.28;10.11;16.08;2.41;4.38;4.66;3.57
13;Porto;1316;Vila do Conde;131600;Vilar de Pinheiro;1.36;0.68;52.65;60.56;9.88;13.46;4.51;3.49;3.92;2.13
13;Porto;1316;Vila do Conde;131600;Vilar e Mosteiró;1.63;0.45;51.74;62.79;9.26;12.98;4.54;3.18;2.54;2.63
13;Porto;1317;Vila Nova de Gaia;131700;Arcozelo;1.33;0.68;48.54;57.01;9.84;15.7;2.6;3.59;6.71;2.54
13;Porto;1317;Vila Nova de Gaia;131700;Avintes;0.8;0.96;44.6;62.83;6.36;14.73;3.1;3.97;2.78;4.47
13;Porto;1317;Vila Nova de Gaia;131700;Canelas;1.32;0.82;47.36;60.7;7.69;15.49;4.06;4.34;3.06;2.51
13;Porto;1317;Vila Nova de Gaia;131700;Canidelo;1.08;0.79;51.06;57.33;6.47;19.12;2.85;4.44;4.22;3.7
13;Porto;1317;Vila Nova de Gaia;131700;Grijó e Sermonde;0.99;0.93;44.55;64.12;7.99;12.91;3.78;3.69;2.83;2.76
13;Porto;1317;Vila Nova de Gaia;131700;Gulpilhares e Valadares;1.07;0.77;50.26;56.52;8.87;16.39;3.42;3.94;5.29;3.72
13;Porto;1317;Vila Nova de Gaia;131700;Madalena;1.06;0.66;51.21;57.15;8.26;17.87;2.85;3.7;5.19;3.26
13;Porto;1317;Vila Nova de Gaia;131700;Mafamude e Vilar do Paraíso;0.95;0.85;48.7;54.51;8.12;19.81;2.74;4.45;4.54;4.02
13;Porto;1317;Vila Nova de Gaia;131700;Oliveira do Douro;0.79;0.95;48.62;59.56;7.2;16.69;3.5;4.78;2.85;3.67
13;Porto;1317;Vila Nova de Gaia;131700;Pedroso e Seixezelo;1.15;0.86;47.55;61.47;7.97;14.92;3.79;3.76;3.75;2.32
13;Porto;1317;Vila Nova de Gaia;131700;Sandim, Olival, Lever e Crestuma;1.25;0.99;49.15;64.52;8.48;13.2;3.76;3.08;2.57;2.13
13;Porto;1317;Vila Nova de Gaia;131700;Santa Marinha e São Pedro da Afurada;1.02;0.83;48.7;55.04;7.45;19.58;2.7;4.62;4.71;4.04
13;Porto;1317;Vila Nova de Gaia;131700;São Félix da Marinha;1.24;0.86;54.45;59.57;8.67;14.95;3.03;3.35;5.5;2.84
13;Porto;1317;Vila Nova de Gaia;131700;Serzedo e Perosinho;1.16;1.02;46.09;62.09;8.39;14.22;3.63;3.81;2.93;2.74
13;Porto;1317;Vila Nova de Gaia;131700;Vilar de Andorinho;1.14;1.22;45.51;59.3;7.68;15.87;3.61;5.22;2.77;3.19
13;Porto;1318;Trofa;131800;Alvarelhos e Guidões;1.11;0.9;47.31;68.39;7.69;9.6;4.97;2.66;2.51;2.16
13;Porto;1318;Trofa;131800;Bougado (São Martinho e Santiago);1.66;0.87;46.61;63.03;9.79;12.48;4.07;2.65;3.09;2.35
13;Porto;1318;Trofa;131800;Coronado (São Romão e São Mamede);1.32;1.15;43.44;62.71;7.92;12.99;3.94;4.09;3.4;2.48
13;Porto;1318;Trofa;131800;Covelas;1.03;0.68;44.55;68.49;10.96;7.88;4.62;2.4;3.08;0.86
13;Porto;1318;Trofa;131800;Muro;0.88;1.38;49.6;66.21;8.76;12.39;4.01;2.13;3.38;0.88
